,age,workclass,fnlwgt,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,Predicted Income
26787,47,4,34845,9,2,14,0,4,1,0,0,60,39,<=50K
26788,27,4,200733,9,2,6,0,4,1,0,0,55,39,<=50K
26789,45,4,191858,9,2,6,0,4,1,0,0,45,39,>50K
26790,30,4,425528,9,4,11,3,4,1,0,0,70,39,<=50K
26791,35,4,44780,10,2,0,5,4,0,7688,0,20,39,>50K
26792,33,4,125856,9,2,2,0,4,1,0,0,40,39,<=50K
26793,37,4,100508,9,2,2,0,4,1,0,0,40,39,<=50K
26794,21,4,148294,9,4,4,3,4,1,0,0,20,39,<=50K
26795,42,4,39324,9,2,12,0,4,1,0,0,40,39,<=50K
26796,48,0,147397,9,2,0,0,4,1,0,0,36,39,>50K
26797,46,4,24728,9,4,2,1,4,0,0,0,48,39,<=50K
26798,36,4,177616,3,5,6,1,4,0,0,0,40,39,<=50K
26799,54,4,163826,9,4,10,1,4,1,0,0,40,39,<=50K
26800,25,4,199947,9,2,0,5,4,0,0,0,40,39,<=50K
26801,26,1,386949,9,0,0,4,4,0,0,0,25,39,<=50K
26802,36,5,116133,9,2,14,0,4,1,0,0,57,39,<=50K
26803,56,6,196307,13,4,10,1,4,1,0,0,20,39,<=50K
26804,37,4,177181,9,2,2,0,4,1,0,0,40,39,>50K
26805,26,4,324854,13,4,10,1,4,0,0,0,40,39,<=50K
26806,23,4,188505,13,4,8,3,4,0,0,0,25,39,<=50K
26807,23,7,502316,13,4,10,1,4,0,0,0,40,39,<=50K
26808,41,7,26892,13,4,0,1,4,1,0,0,40,39,<=50K
26809,55,4,102058,13,2,3,0,4,1,0,0,50,39,>50K
26810,39,4,167728,13,2,3,0,4,1,0,0,40,39,>50K
26811,67,1,233681,12,2,3,0,4,1,0,0,35,39,>50K
26812,60,4,26756,9,6,12,1,4,0,0,0,50,39,<=50K
26813,54,4,101890,9,6,12,4,4,0,0,0,40,39,<=50K
26814,38,4,192337,14,2,10,0,4,1,0,0,40,8,>50K
26815,47,4,340982,10,2,6,0,1,1,3103,0,40,30,>50K
26816,49,7,102308,13,2,10,0,4,1,0,0,42,39,>50K
26817,19,4,84747,9,4,12,3,4,0,0,0,24,39,<=50K
26818,20,4,197752,10,4,2,4,4,1,0,0,40,39,<=50K
26819,66,4,185336,9,6,12,2,4,0,0,0,35,39,<=50K
26820,22,3,289984,10,4,7,1,2,0,0,0,25,39,<=50K
26821,51,6,125417,14,2,3,0,4,1,0,0,42,39,>50K
26822,19,4,278480,10,4,3,1,4,1,0,0,40,39,<=50K
26823,36,4,146412,10,0,0,4,4,0,0,0,40,39,<=50K
26824,33,4,193042,9,2,14,0,4,1,0,0,60,39,<=50K
26825,41,4,53956,13,0,12,1,4,1,0,1980,56,39,<=50K
26826,90,4,175491,9,2,2,0,4,1,9386,0,50,6,>50K
26827,78,3,33186,4,2,7,0,4,1,0,0,60,39,<=50K
26828,36,4,144154,9,0,3,1,4,0,0,0,40,39,<=50K
26829,30,4,194901,15,0,12,3,4,1,0,0,55,39,<=50K
26830,35,4,335777,10,0,3,1,4,1,0,0,40,25,<=50K
26831,46,4,139268,14,2,3,0,4,1,0,0,45,39,>50K
26832,38,4,33887,9,4,6,2,4,1,0,0,40,39,<=50K
26833,24,4,283613,13,2,10,0,4,1,0,0,40,39,<=50K
26834,40,4,141245,13,2,8,5,4,0,0,0,40,33,>50K
26835,49,4,298130,4,2,6,0,4,1,0,0,40,39,<=50K
26836,19,4,186096,9,4,8,3,2,1,0,0,30,39,<=50K
26837,77,4,187656,10,6,9,1,4,0,0,0,20,39,<=50K
26838,46,4,102308,9,2,5,0,4,1,0,0,56,39,>50K
26839,41,4,124639,10,5,2,1,2,1,0,0,40,39,<=50K
26840,28,4,388112,2,4,4,4,4,1,0,0,77,25,<=50K
26841,21,4,109952,9,2,2,0,4,1,0,0,40,39,<=50K
26842,24,4,164529,8,4,4,3,2,1,0,0,40,39,<=50K
26843,36,4,247750,9,2,14,0,2,1,0,0,45,39,<=50K
26844,23,7,103588,10,4,0,3,4,1,0,0,25,39,<=50K
26845,38,0,248919,9,2,14,0,4,1,0,2051,40,39,<=50K
26846,29,6,178551,9,2,2,0,4,1,0,0,40,39,<=50K
26847,38,4,136137,10,2,3,2,4,1,0,0,50,39,>50K
26848,47,0,55377,13,4,0,4,2,1,0,0,40,39,<=50K
26849,39,1,177728,14,0,10,1,4,0,0,0,40,39,<=50K
26850,40,1,243580,13,2,10,0,4,1,0,0,48,39,>50K
26851,21,3,188535,10,4,7,3,4,1,0,0,40,39,<=50K
26852,32,4,63910,9,0,0,3,1,0,0,0,40,39,<=50K
26853,23,4,219535,9,4,3,3,4,1,0,0,40,39,<=50K
26854,44,7,180609,9,2,11,0,4,1,0,0,40,39,<=50K
26855,37,4,59313,10,5,8,1,2,1,0,0,40,27,<=50K
26856,70,4,170428,13,6,10,4,4,0,0,0,20,33,<=50K
26857,51,4,102615,14,2,11,0,4,1,0,1977,40,39,>50K
26858,66,4,193132,5,5,8,1,2,0,0,0,30,39,<=50K
26859,57,5,124137,10,2,3,0,4,1,0,0,40,39,>50K
26860,36,4,136629,10,2,6,0,4,1,0,0,40,39,<=50K
26861,48,5,148995,13,0,12,1,4,1,0,0,60,39,<=50K
26862,24,3,203076,9,2,7,0,4,1,0,0,40,39,<=50K
26863,51,4,63424,14,2,10,5,4,0,0,0,40,39,>50K
26864,43,4,241895,13,2,3,0,4,1,0,0,50,39,>50K
26865,27,4,266973,9,2,2,0,4,1,0,0,60,39,<=50K
26866,32,4,188048,13,4,0,3,4,0,0,0,40,39,<=50K
26867,20,4,366929,10,4,0,3,4,0,0,0,35,39,<=50K
26868,33,4,214129,10,0,0,1,4,0,0,0,40,39,<=50K
26869,19,4,250818,10,4,0,1,4,1,0,0,40,39,<=50K
26870,32,1,240979,10,2,2,0,4,1,0,0,60,39,>50K
26871,35,4,98283,15,4,10,1,1,1,0,0,40,18,<=50K
26872,26,4,104746,9,2,2,0,4,1,5013,0,60,39,<=50K
26873,39,4,103710,9,4,12,4,4,0,0,0,60,39,<=50K
26874,24,4,159580,13,4,8,3,2,0,0,0,75,39,<=50K
26875,45,4,117409,10,2,3,0,4,1,0,0,40,39,>50K
26876,20,4,140001,10,4,0,3,4,1,0,0,40,39,<=50K
26877,49,7,31650,13,2,10,2,4,0,0,0,45,39,>50K
26878,35,7,80771,14,4,10,1,4,0,0,0,40,39,<=50K
26879,30,4,66278,9,4,0,1,4,0,0,0,40,39,<=50K
26880,23,4,107801,10,4,0,3,4,0,0,1617,25,39,<=50K
26881,33,4,206609,13,2,3,0,4,1,0,0,45,39,>50K
26882,35,4,282461,9,2,14,0,4,1,0,0,50,39,<=50K
26883,31,4,188246,14,2,10,0,4,1,0,0,50,39,>50K
26884,20,4,279763,7,4,2,1,2,1,0,0,25,39,<=50K
26885,44,4,467799,9,2,2,0,4,1,0,0,40,39,<=50K
26886,33,6,137674,9,2,8,0,2,1,0,0,40,39,<=50K
26887,50,4,158284,10,2,6,0,4,1,0,0,40,39,>50K
26888,25,4,204219,9,4,0,4,4,0,0,0,40,25,<=50K
26889,28,7,210498,9,2,11,0,4,1,0,0,40,39,<=50K
26890,60,0,63526,13,2,0,0,2,1,0,0,40,39,>50K
26891,38,0,216924,11,2,2,0,4,1,0,0,40,39,>50K
26892,38,4,372559,10,2,2,0,2,1,0,0,40,39,>50K
26893,57,0,199114,13,4,0,1,4,1,0,2258,40,39,<=50K
26894,50,4,168539,9,2,2,0,4,1,0,0,40,39,>50K
26895,39,1,189911,7,0,0,4,4,0,0,0,40,39,<=50K
26896,69,1,61958,9,2,2,0,4,1,1424,0,6,39,<=50K
26897,51,7,68898,11,0,13,1,4,1,0,2444,39,39,>50K
26898,42,4,204450,9,2,5,0,2,1,0,0,40,39,>50K
26899,53,4,311350,13,2,3,0,4,1,0,0,50,39,>50K
26900,37,4,113750,13,2,5,0,4,1,0,0,40,39,>50K
26901,37,4,359591,6,2,2,0,4,1,0,0,40,39,<=50K
26902,38,4,132879,9,2,2,0,4,1,7298,0,50,39,>50K
26903,20,4,301199,10,4,8,3,4,0,0,0,24,39,<=50K
26904,38,7,267540,10,5,0,4,2,0,0,0,38,39,<=50K
26905,52,4,185407,11,2,2,0,4,1,0,0,48,31,>50K
26906,48,5,191277,11,2,3,0,4,1,0,0,50,39,>50K
26907,30,4,78980,11,2,6,0,4,1,0,0,40,39,<=50K
26908,37,6,241463,9,2,3,0,4,1,0,1848,65,39,>50K
26909,47,4,216999,9,2,12,0,4,1,0,0,45,39,>50K
26910,33,1,120508,13,0,11,4,4,0,0,0,60,10,<=50K
26911,33,4,122612,9,3,8,1,1,0,0,0,35,37,<=50K
26912,20,4,94057,10,4,8,3,4,1,0,0,15,39,<=50K
26913,41,7,197558,13,0,3,1,4,1,0,0,40,39,<=50K
26914,32,4,351869,10,2,14,0,4,1,0,1485,45,39,<=50K
26915,54,6,121761,9,2,3,0,1,1,0,0,50,27,<=50K
26916,36,0,184556,13,2,3,5,4,0,0,0,40,39,>50K
26917,46,4,268281,13,4,10,1,4,0,0,0,40,39,<=50K
26918,45,4,235646,13,2,3,0,4,1,0,0,40,39,>50K
26919,18,4,186909,10,4,8,3,4,0,0,0,16,39,<=50K
26920,62,4,35783,10,2,14,0,4,1,0,0,60,39,<=50K
26921,33,4,188861,9,2,6,0,4,1,0,0,40,39,<=50K
26922,42,4,363591,9,0,2,4,4,1,0,0,40,39,<=50K
26923,18,4,469921,10,4,10,3,4,0,0,0,40,39,<=50K
26924,32,4,51150,11,0,0,4,4,0,0,0,40,39,<=50K
26925,43,4,174325,4,2,14,0,2,1,0,0,40,39,<=50K
26926,20,4,347530,9,4,8,4,2,0,0,0,25,39,<=50K
26927,50,4,72351,13,0,12,1,4,1,0,0,45,39,<=50K
26928,42,1,185129,16,2,3,0,4,1,0,0,43,27,>50K
26929,36,4,188571,9,2,2,0,4,1,0,0,40,39,<=50K
26930,22,4,255252,9,4,2,3,4,1,0,0,40,39,<=50K
26931,30,4,291951,9,2,2,0,2,1,0,0,40,39,<=50K
26932,33,6,223046,9,4,2,1,4,1,0,0,40,39,<=50K
26933,43,1,37937,12,2,13,0,4,1,0,0,43,39,>50K
26934,38,4,295127,10,2,6,0,4,1,0,0,40,39,<=50K
26935,34,1,183801,13,4,8,1,4,1,0,0,14,39,<=50K
26936,40,4,116218,10,5,0,4,4,0,0,0,45,39,<=50K
26937,40,4,143069,9,2,6,0,4,1,0,0,40,39,<=50K
26938,41,1,235951,15,2,10,0,4,1,0,0,50,39,>50K
26939,57,4,112840,10,2,12,0,4,1,0,0,50,39,>50K
26940,65,1,146454,14,2,10,0,4,1,0,1648,4,11,<=50K
26941,52,0,43705,10,2,8,0,4,1,0,0,50,39,>50K
26942,59,4,122283,15,2,10,0,1,1,99999,0,40,18,>50K
26943,18,4,376647,9,4,5,3,4,1,2176,0,25,39,<=50K
26944,48,4,101299,12,2,10,0,4,1,0,0,45,39,>50K
26945,45,4,96798,3,0,14,4,4,1,0,0,40,39,<=50K
26946,24,4,194654,9,2,11,0,4,1,0,0,40,39,<=50K
26947,27,7,206889,12,4,11,1,4,1,0,0,40,39,<=50K
26948,40,4,226902,14,2,3,0,4,1,15024,0,50,39,>50K
26949,44,7,150755,13,2,0,0,4,1,5013,0,40,39,<=50K
26950,24,4,200679,9,4,4,3,2,1,0,0,50,39,<=50K
26951,71,4,183678,15,2,10,0,4,1,0,0,16,39,<=50K
26952,17,4,33138,8,4,12,3,4,1,0,0,40,39,<=50K
26953,57,6,57071,10,2,2,0,4,1,3137,0,40,39,<=50K
26954,71,3,35303,13,2,7,0,4,1,9386,0,30,39,>50K
26955,37,4,188576,16,2,10,0,1,1,0,0,40,27,>50K
26956,33,4,169496,9,2,5,0,4,1,0,0,40,39,<=50K
26957,41,4,58124,9,2,8,0,4,1,0,0,40,39,<=50K
26958,25,4,356344,13,4,0,3,4,0,0,0,40,39,<=50K
26959,42,6,444134,9,2,4,0,4,1,0,0,15,39,<=50K
26960,18,3,340117,7,4,7,4,2,0,0,0,50,39,<=50K
26961,34,4,219619,9,4,5,1,4,1,0,0,40,39,<=50K
26962,57,3,334585,6,2,7,5,4,0,0,0,40,39,<=50K
26963,27,1,331046,13,4,10,1,4,0,0,0,45,39,<=50K
26964,46,3,443179,13,0,7,1,4,0,0,0,8,39,<=50K
26965,64,3,239529,7,6,7,1,4,0,3674,0,35,39,<=50K
26966,24,4,100345,13,4,10,3,4,1,0,0,20,39,<=50K
26967,23,4,205653,13,4,5,3,4,1,0,0,30,39,<=50K
26968,33,4,112383,10,2,10,0,4,1,0,0,40,39,>50K
26969,58,5,21626,11,0,12,1,4,1,2202,0,56,39,<=50K
26970,25,4,135568,5,2,5,0,4,1,0,0,40,39,<=50K
26971,44,4,190532,14,4,10,1,4,0,0,0,55,39,>50K
26972,53,0,266598,9,2,10,0,4,1,0,0,40,39,>50K
26973,38,1,116608,9,2,0,5,4,0,0,0,35,39,<=50K
26974,36,4,353263,13,4,10,1,4,0,0,0,45,39,<=50K
26975,25,7,157617,9,4,3,1,4,1,0,0,40,39,<=50K
26976,54,0,21698,13,0,3,4,4,0,0,0,40,39,<=50K
26977,31,4,77143,8,5,14,4,2,1,0,0,40,39,<=50K
26978,18,7,342852,9,4,0,3,4,1,0,0,40,39,<=50K
26979,40,4,176602,9,0,8,1,2,1,0,0,40,39,<=50K
26980,26,4,146343,10,2,12,5,2,0,0,0,40,39,<=50K
26981,68,3,146645,16,2,7,0,4,1,20051,0,50,39,>50K
26982,33,4,221966,13,4,10,1,4,1,2202,0,50,39,<=50K
26983,22,4,215546,12,4,3,1,4,1,0,0,55,39,<=50K
26984,50,7,173020,10,2,2,0,4,1,0,0,40,39,<=50K
26985,24,3,247734,13,4,7,3,4,1,0,0,30,39,<=50K
26986,44,4,252202,9,0,0,1,4,0,0,0,40,39,<=50K
26987,37,4,497300,9,4,8,4,2,1,0,0,40,39,<=50K
26988,34,6,426431,13,2,2,0,4,1,0,0,40,39,<=50K
26989,45,0,162410,10,6,13,1,4,0,0,0,45,39,<=50K
26990,77,3,143516,14,2,7,0,4,1,0,0,8,39,<=50K
26991,25,4,190350,6,2,8,3,4,0,0,0,35,39,<=50K
26992,20,4,194504,10,5,12,4,2,0,0,0,40,39,<=50K
26993,46,0,110884,9,4,0,1,0,1,0,0,40,39,<=50K
26994,26,4,187652,12,4,13,3,4,1,0,0,40,39,<=50K
26995,45,4,81400,2,2,8,5,4,0,0,0,25,7,<=50K
26996,70,3,97831,9,6,7,4,4,0,0,0,4,39,<=50K
26997,57,4,180920,9,2,14,0,4,1,0,0,40,39,<=50K
26998,28,4,189186,11,4,12,1,4,1,0,0,40,39,<=50K
26999,35,3,144172,12,2,7,5,4,0,0,0,16,39,>50K
27000,36,4,607848,10,2,12,0,4,1,7688,0,45,39,>50K
27001,32,4,207301,9,4,5,1,4,0,0,0,40,39,<=50K
27002,29,4,293073,13,4,12,1,4,1,0,0,50,39,<=50K
27003,36,4,210452,13,0,10,4,4,1,0,0,45,39,<=50K
27004,19,4,41400,9,4,5,3,4,1,0,0,30,39,<=50K
27005,27,4,164170,13,4,13,4,1,0,0,0,20,30,<=50K
27006,48,4,112906,14,2,14,0,4,1,0,0,55,39,<=50K
27007,49,6,126268,13,2,2,0,4,1,0,0,50,39,>50K
27008,55,4,208311,14,2,13,0,4,1,0,1977,20,39,>50K
27009,61,4,28291,9,0,4,1,4,0,0,0,82,39,<=50K
27010,42,1,121998,10,2,3,0,4,1,15024,0,40,39,>50K
27011,42,0,31621,12,0,0,1,4,0,0,0,40,39,<=50K
27012,30,1,108386,11,2,11,0,4,1,0,0,40,39,>50K
27013,32,6,134727,9,2,6,0,4,1,0,0,40,39,<=50K
27014,37,4,208391,10,2,14,0,4,1,0,0,40,39,<=50K
27015,35,4,112271,10,2,2,0,4,1,0,0,45,39,<=50K
27016,30,4,173350,11,3,0,1,4,0,0,0,40,39,<=50K
27017,30,4,243190,15,2,10,0,1,1,0,0,20,18,>50K
27018,55,4,185436,10,2,3,0,4,1,0,0,70,39,>50K
27019,36,4,290409,10,2,14,0,4,1,0,0,40,39,<=50K
27020,33,4,80058,9,4,8,3,4,1,0,0,48,39,<=50K
27021,56,1,370045,13,2,10,0,4,1,0,0,40,39,>50K
27022,26,4,36936,11,2,2,0,4,1,0,2002,40,39,<=50K
27023,37,4,231180,9,2,6,0,4,1,0,0,40,39,<=50K
27024,28,4,119793,9,4,12,3,4,1,0,0,60,39,<=50K
27025,38,4,102178,9,2,14,0,4,1,0,0,50,39,<=50K
27026,76,3,135039,9,2,7,0,4,1,0,0,20,39,<=50K
27027,35,3,317780,10,4,7,4,2,0,0,0,40,39,<=50K
27028,48,4,232840,10,6,0,4,4,0,0,0,43,39,<=50K
27029,35,4,33975,12,2,2,0,4,1,0,0,40,39,>50K
27030,39,1,256997,13,2,2,0,4,1,0,0,40,39,>50K
27031,64,4,298301,9,2,8,0,4,1,0,0,40,39,<=50K
27032,22,4,310380,9,4,0,4,2,0,0,0,40,39,<=50K
27033,45,1,182100,13,2,12,0,4,1,0,0,40,39,>50K
27034,27,4,501172,3,2,14,0,4,1,0,0,40,25,<=50K
27035,43,7,143939,9,0,0,4,4,0,0,0,50,39,<=50K
27036,23,4,85088,10,4,8,3,4,0,0,0,37,39,<=50K
27037,25,4,282313,6,4,5,3,2,1,0,1602,40,39,<=50K
27038,39,4,230054,14,2,10,0,4,1,0,0,50,39,>50K
27039,63,4,236338,9,2,12,5,4,0,0,0,35,39,<=50K
27040,37,4,321943,15,2,10,0,4,1,0,0,40,39,>50K
27041,26,0,218782,9,2,0,0,3,1,0,0,40,39,<=50K
27042,33,4,191385,13,4,10,1,4,1,0,0,40,1,<=50K
27043,45,5,185497,13,2,3,5,1,0,0,0,70,27,<=50K
27044,28,4,126129,10,4,0,1,4,0,0,0,40,39,<=50K
27045,20,4,199268,10,4,8,3,4,0,0,0,20,39,<=50K
27046,34,4,255693,9,2,0,5,4,0,0,0,20,39,<=50K
27047,34,4,203488,10,2,14,0,4,1,0,0,40,39,<=50K
27048,41,4,203233,9,2,3,0,4,1,0,0,40,39,>50K
27049,38,4,203836,10,2,12,0,4,1,0,0,50,39,>50K
27050,36,4,187847,13,2,3,0,4,1,7688,0,40,39,>50K
27051,38,4,116358,10,2,8,0,1,1,0,0,40,30,<=50K
27052,46,5,198660,13,2,12,0,4,1,99999,0,72,39,>50K
27053,43,6,89636,13,2,12,5,1,0,0,0,60,35,<=50K
27054,49,4,120629,10,6,12,4,4,0,0,0,30,39,<=50K
27055,26,1,150226,13,4,10,3,4,0,0,0,35,39,<=50K
27056,28,4,137898,9,0,0,1,4,0,0,0,35,39,<=50K
27057,54,5,146574,9,2,2,0,4,1,0,0,40,39,>50K
27058,53,4,88725,9,4,2,1,3,0,0,0,40,27,<=50K
27059,24,4,142022,10,4,5,3,4,1,0,0,50,39,<=50K
27060,23,4,284898,10,4,3,3,4,1,0,0,30,39,<=50K
27061,55,1,212448,9,0,0,1,4,0,0,0,40,39,<=50K
27062,58,6,203039,5,5,2,1,4,1,0,0,40,39,<=50K
27063,26,4,227489,9,4,13,2,2,1,0,0,40,27,<=50K
27064,19,4,105289,6,4,8,2,2,0,0,0,20,39,<=50K
27065,28,3,223745,10,4,7,4,4,0,0,0,40,39,<=50K
27066,45,4,242994,10,4,12,1,4,1,0,0,52,39,<=50K
27067,30,4,196385,10,2,2,0,4,1,0,0,45,39,<=50K
27068,76,4,116202,9,6,8,4,4,0,0,0,33,39,<=50K
27069,47,4,140045,9,5,0,4,4,0,0,0,40,39,<=50K
27070,34,4,133503,10,0,14,1,4,1,2174,0,40,39,<=50K
27071,40,4,226585,10,2,0,5,4,0,0,0,35,39,>50K
27072,24,4,85041,9,5,8,4,4,0,0,0,25,39,<=50K
27073,30,4,162442,13,2,10,5,4,0,7688,0,50,39,>50K
27074,67,4,279980,10,2,14,0,4,1,10605,0,10,39,>50K
27075,24,4,216563,9,2,6,5,4,0,0,0,40,39,<=50K
27076,43,1,231964,10,0,0,4,4,0,0,0,40,39,<=50K
27077,29,4,263855,8,4,2,4,4,1,0,0,40,39,<=50K
27078,40,4,124915,9,2,6,0,4,1,0,0,40,39,<=50K
27079,61,0,178312,10,2,10,0,4,1,0,0,40,39,>50K
27080,45,1,215862,16,2,3,0,4,1,7688,0,45,39,>50K
27081,21,7,39236,10,4,13,1,4,0,0,0,50,39,<=50K
27082,58,4,349910,9,2,3,0,4,1,7688,0,40,39,>50K
27083,52,4,75839,10,2,13,0,4,1,0,0,40,39,>50K
27084,34,4,176711,9,4,0,3,4,1,0,0,40,39,<=50K
27085,20,4,266525,10,4,10,2,2,0,594,0,20,39,<=50K
27086,25,3,34307,10,4,7,1,4,1,0,0,40,39,<=50K
27087,46,4,331776,9,2,6,0,4,1,0,0,40,39,<=50K
27088,54,4,111469,10,0,3,1,4,0,0,0,40,39,<=50K
27089,43,7,198965,14,2,10,0,4,1,0,0,40,39,>50K
27090,25,4,288185,5,2,6,0,4,1,0,0,40,25,<=50K
27091,21,4,198050,12,4,0,1,4,0,0,0,25,39,<=50K
27092,65,4,242580,10,0,10,1,4,1,11678,0,50,39,>50K
27093,37,4,173128,9,0,8,1,4,1,0,0,40,39,<=50K
27094,29,4,87905,9,0,8,1,4,1,10520,0,40,39,>50K
27095,44,4,173704,13,2,3,0,4,1,0,0,40,39,>50K
27096,37,0,93225,10,2,0,0,4,1,7688,0,40,39,>50K
27097,38,4,323269,10,2,8,5,2,0,0,0,40,39,<=50K
27098,35,4,158046,10,2,12,0,4,1,5013,0,70,39,<=50K
27099,32,4,133503,9,2,0,0,4,1,0,0,40,39,<=50K
27100,44,6,172296,10,5,12,4,4,1,0,0,60,39,<=50K
27101,39,3,201105,13,2,7,5,4,0,0,0,30,39,>50K
27102,23,4,176486,10,4,8,2,4,0,0,0,25,39,<=50K
27103,25,5,182750,13,4,12,1,4,1,0,0,45,39,<=50K
27104,23,4,82497,10,4,12,3,4,0,0,0,28,39,<=50K
27105,47,4,208872,10,2,2,0,4,1,0,0,40,39,>50K
27106,47,4,145269,7,0,2,1,4,0,0,0,45,39,<=50K
27107,25,4,19214,9,4,5,1,4,1,0,0,40,39,<=50K
27108,35,4,149347,10,2,2,0,4,1,0,0,45,39,>50K
27109,68,3,53850,4,2,7,0,0,1,0,0,40,39,<=50K
27110,50,4,158294,11,2,13,0,4,1,3103,0,40,39,>50K
27111,47,4,152073,9,0,6,4,4,0,0,0,40,39,<=50K
27112,35,4,189623,16,2,3,0,4,1,0,0,45,39,>50K
27113,24,4,341368,9,4,0,1,4,1,0,0,40,39,<=50K
27114,21,4,201603,9,4,6,3,4,1,2176,0,40,39,<=50K
27115,35,4,270572,13,0,10,1,4,0,0,0,40,39,<=50K
27116,30,4,285295,13,2,8,5,1,0,0,0,40,30,<=50K
27117,17,4,126779,7,4,8,3,2,1,0,0,20,39,<=50K
27118,49,3,202874,9,5,7,4,4,0,0,0,40,3,<=50K
27119,27,4,373499,3,4,8,1,4,1,0,0,60,7,<=50K
27120,22,4,244773,9,4,12,3,2,0,0,0,15,39,<=50K
27121,22,7,96862,10,4,0,3,4,0,0,0,40,39,<=50K
27122,50,4,162632,9,2,2,0,4,1,0,0,2,39,<=50K
27123,51,6,159755,11,2,13,0,4,1,0,0,38,39,>50K
27124,27,4,37088,13,2,13,0,4,1,0,0,30,39,<=50K
27125,27,4,335421,13,4,10,1,4,0,0,0,20,39,<=50K
27126,23,2,188535,4,0,7,1,4,1,0,0,35,39,<=50K
27127,20,7,349365,9,4,8,1,4,0,0,0,40,39,<=50K
27128,42,4,33002,9,2,3,0,4,1,0,0,48,39,>50K
27129,32,4,330715,9,2,2,0,4,1,99999,0,40,39,>50K
27130,45,4,146857,13,2,3,0,4,1,0,0,38,39,>50K
27131,35,4,275522,4,6,8,4,4,0,0,0,80,39,<=50K
27132,22,4,43646,9,2,2,3,4,1,0,0,40,39,<=50K
27133,34,4,154548,10,4,0,4,4,0,0,0,38,39,<=50K
27134,28,4,47907,13,4,0,1,4,0,0,0,40,39,<=50K
27135,38,4,238397,13,0,9,4,4,0,0,0,24,39,<=50K
27136,48,1,195949,10,2,11,0,4,1,0,0,42,39,>50K
27137,22,3,354351,10,4,7,1,4,1,0,0,40,39,<=50K
27138,34,4,349169,14,2,2,0,4,1,0,0,40,25,<=50K
27139,25,4,158662,9,2,0,5,4,0,0,0,50,39,<=50K
27140,23,1,23438,9,4,10,1,4,0,0,0,40,39,<=50K
27141,38,4,107302,10,2,12,0,4,1,0,0,60,39,>50K
27142,43,4,174196,9,4,8,4,2,0,0,0,40,39,<=50K
27143,49,1,226871,9,2,6,0,2,1,0,0,40,39,>50K
27144,23,4,124971,10,0,0,1,4,1,0,0,40,39,<=50K
27145,57,4,214061,9,0,0,1,4,0,0,0,40,39,<=50K
27146,24,4,441700,13,4,13,3,4,1,0,0,40,39,<=50K
27147,44,5,104892,10,2,2,0,4,1,0,0,58,39,>50K
27148,34,4,234386,12,0,2,1,4,1,0,0,50,39,<=50K
27149,29,1,188278,10,2,10,0,4,1,0,0,40,39,<=50K
27150,29,4,244395,7,4,8,4,2,0,0,0,40,39,<=50K
27151,35,4,30916,9,2,14,0,4,1,0,0,50,39,<=50K
27152,48,4,219565,9,2,2,0,4,1,0,0,40,39,<=50K
27153,38,4,377486,9,4,2,1,4,1,0,0,36,39,<=50K
27154,42,1,137232,9,0,11,4,4,0,0,0,50,39,<=50K
27155,53,4,233369,10,6,3,4,4,0,0,0,40,39,<=50K
27156,29,4,71067,15,4,10,1,4,0,0,0,55,39,<=50K
27157,59,4,195176,13,2,12,0,4,1,0,0,72,39,>50K
27158,31,4,98639,9,4,2,4,4,1,0,0,40,39,<=50K
27159,34,4,183778,9,2,2,0,4,1,0,0,40,39,<=50K
27160,51,4,123011,13,0,3,1,4,1,0,2559,50,39,>50K
27161,25,4,164938,9,4,6,3,4,1,4416,0,40,39,<=50K
27162,28,3,147471,9,0,7,3,4,0,0,0,10,39,<=50K
27163,30,4,206046,9,2,2,0,4,1,0,1848,40,39,>50K
27164,46,4,81497,9,0,5,1,4,0,0,0,48,39,<=50K
27165,45,4,189225,9,4,8,4,2,0,0,0,40,39,<=50K
27166,23,4,141264,10,4,3,2,2,0,0,0,40,39,<=50K
27167,33,4,97939,12,0,6,1,4,0,0,0,42,39,<=50K
27168,44,4,160829,13,2,13,5,4,0,0,0,20,39,>50K
27169,25,4,483822,9,4,8,3,4,1,0,0,40,7,<=50K
27170,48,7,148738,10,0,8,3,4,1,0,0,40,39,<=50K
27171,23,4,289982,9,4,12,1,4,0,0,0,40,39,<=50K
27172,33,6,58702,11,2,10,5,4,0,3103,0,50,39,>50K
27173,20,4,146706,10,2,12,2,4,0,0,0,30,39,<=50K
27174,23,4,420973,13,4,10,1,4,0,0,0,40,39,<=50K
27175,71,4,124959,9,6,0,1,4,0,0,0,40,39,<=50K
27176,22,7,121471,13,4,10,1,4,0,0,0,40,39,<=50K
27177,36,4,198237,13,2,10,0,4,1,15024,0,50,39,>50K
27178,27,4,280758,7,4,2,2,4,1,0,0,60,39,<=50K
27179,40,4,191544,9,4,8,1,4,0,0,0,35,39,<=50K
27180,30,4,261023,10,0,6,4,4,1,0,0,50,39,<=50K
27181,30,7,231043,11,2,11,0,4,1,0,0,40,39,<=50K
27182,30,4,340917,10,2,6,0,4,1,0,0,40,39,<=50K
27183,35,4,167140,13,2,10,0,4,1,5013,0,40,39,<=50K
27184,39,4,370795,9,4,0,4,2,0,0,0,40,39,<=50K
27185,39,0,209609,9,2,0,0,4,1,0,0,50,39,>50K
